bin_start,bin_end,average_confidence,accuracy,count
0.13333333333333333,0.2,0.16552253,0.0,1
0.2,0.26666666666666666,0.25004673,0.17647058823529413,17
0.26666666666666666,0.3333333333333333,0.30878565,0.2833333333333333,60
0.3333333333333333,0.4,0.36959895,0.38823529411764707,170
0.4,0.4666666666666667,0.4341466,0.4086687306501548,323
0.4666666666666667,0.5333333333333333,0.5017911,0.39909297052154197,441
0.5333333333333333,0.6,0.5659563,0.46558704453441296,494
0.6,0.6666666666666666,0.63414514,0.48884381338742394,493
0.6666666666666666,0.7333333333333333,0.699171,0.4961832061068702,524
0.7333333333333333,0.8,0.7669143,0.5714285714285714,539
0.8,0.8666666666666667,0.8346214,0.6406015037593985,665
0.8666666666666667,0.9333333333333333,0.9018258,0.7240356083086054,1011
0.9333333333333333,1.0,0.98545206,0.8968072976054732,5262
